regdom,d3,d4,prop,brand,d5,hosts,rows
itsnight.top,U,SHOP,電子商務,,,1,1
btehg.website,U,UNK,資訊服務,,,1,1
psekv.icu,U,UNK,資訊服務,,,1,1
fg0hi.xyz,U,UNK,資訊服務,,,1,1
funbela.shop,U,UNK,資訊服務,,,1,1
adtw.info,U,SHOP,電子商務,,,2,2
zcqfd.website,U,UNK,資訊服務,,,1,1
166217.cn,U,SHOP,電子商務,,,1,1
hhyye.shop,U,SHOP,電子商務,,,1,1
i6lkj.icu,U,UNK,資訊服務,,,1,1
pqxiu.website,U,UNK,資訊服務,,,1,1
duxvma.top,U,UNK,資訊服務,,,1,1
scnht.website,U,UNK,資訊服務,,,1,1
hjwxk.icu,U,UNK,資訊服務,,,1,1
gkzfbj.com,U,SHOP,電子商務,,,1,1
xtuqv.com,U,UNK,資訊服務,,,1,1
kukm.click,U,UNK,資訊服務,,,1,1
spvei.online,U,SHOP,電子商務,,,1,1
oaurtw.shop,U,UNK,資訊服務,,,1,1
uzum.click,U,UNK,資訊服務,,,1,1
appclientcc.cyou,U,UNK,資訊服務,,,1,1
uzsdb.icu,U,UNK,資訊服務,,,1,1
nnuuf.online,U,SHOP,電子商務,,,1,1
sijuyt.online,U,SHOP,電子商務,,,1,1
aegrreb.shop,U,UNK,資訊服務,,,1,1
zasee.bar,U,SHOP,電子商務,,,1,1
feilongdaicai.com,U,SHOP,電子商務,,,1,1
klizvo.com,U,SHOP,電子商務,,,1,1
tdcau.icu,U,UNK,資訊服務,,,1,1
ycnf.click,U,UNK,資訊服務,,,1,1
gowrof.online,U,SHOP,電子商務,,,1,1
mipk.click,U,UNK,資訊服務,,,1,1
wgejc.top,U,UNK,資訊服務,,,1,1
ubbfp.website,U,UNK,資訊服務,,,1,1
alexandroshopping.store,U,UNK,資訊服務,,,1,1
lancj.asia,U,UNK,資訊服務,,,1,1
queopang.shop,U,UNK,資訊服務,,,1,1
vasee.bar,U,SHOP,電子商務,,,1,1
guoeoqa.top,U,UNK,資訊服務,,,1,1
kauwx.asia,U,UNK,資訊服務,,,1,1
yyxfa.online,U,UNK,資訊服務,,,1,1
beimoshopping.store,U,SHOP,電子商務,,,1,1
sjhpo.online,U,UNK,資訊服務,,,1,1
iotrn.asia,U,UNK,資訊服務,,,1,1
newelike.com,U,SHOP,電子商務,,,1,1
smartobdtools.online,U,UNK,資訊服務,,,1,1
gsujw.asia,U,UNK,資訊服務,,,1,1
nhzdydf.online,U,UNK,資訊服務,,,1,1
cnnnd.shop,U,UNK,資訊服務,,,1,1
vwpaw.asia,U,UNK,資訊服務,,,1,1
dzydt.online,U,UNK,資訊服務,,,1,1
autoscannerpro.online,U,UNK,資訊服務,,,1,1
mxlpa.asia,U,UNK,資訊服務,,,1,1
opnxa.asia,U,UNK,資訊服務,,,1,1
joinclub.shop,U,UNK,資訊服務,,,1,1
ggmiz.website,U,UNK,資訊服務,,,1,1
zrqwk.icu,U,UNK,資訊服務,,,1,1
dolalago.com,U,UNK,資訊服務,,,1,1
jdpyx.website,U,UNK,資訊服務,,,1,1
bexsefre.top,U,SHOP,電子商務,,,1,1
bwfcc.bar,U,SHOP,電子商務,,,1,1
dvaxy.top,U,UNK,資訊服務,,,1,1
mz0xy.xyz,U,UNK,資訊服務,,,1,1
nduwa.asia,U,UNK,資訊服務,,,1,1
uyfeedsoul.shop,U,UNK,資訊服務,,,1,1
purelhomevibe.shop,U,UNK,資訊服務,,,1,1
hirwb.website,U,UNK,資訊服務,,,1,1
affxcsories.com,U,UNK,資訊服務,,,1,1
hxds.click,U,UNK,資訊服務,,,1,1
arwip.website,U,UNK,資訊服務,,,1,1
trg035.shop,U,SHOP,電子商務,,,1,1
g22a.shop,U,SHOP,電子商務,,,1,1
dailglamhub.shop,U,SHOP,電子商務,,,1,1
evyc.click,U,UNK,資訊服務,,,1,1
ppfbu.icu,U,UNK,資訊服務,,,1,1
chuantianx.store,U,SHOP,電子商務,,,1,1
sgmqf.icu,U,UNK,資訊服務,,,1,1
mne-tw.top,U,SHOP,運輸倉儲,,,2,2
sfexpiess.com,U,SHOP,運輸倉儲,,,2,2
kerryyxpprees.top,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship711-wphd-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
keexpresss.top,U,SHOP,運輸倉儲,,,1,1
kerryexpress-qy.cyou,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship7-11-wp.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
neoui.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
7-11.pw,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-skty-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711ga.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
c-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
10ueje.com,U,INVEST,金融保險,,,1,1
japanlove.club,U,INVEST,金融保險,,,1,1
jnhnj.top,U,INVEST,金融保險,,,1,1
mdexvft.com,U,INVEST,金融保險,,,1,1
twtixcarft.top,U,INVEST,金融保險,,,1,1
yqyhgo.com,U,INVEST,金融保險,,,1,1
cupidvip.club,U,INVEST,金融保險,,,1,1
wtlxe.cyou,U,INVEST,金融保險,,,1,1
ceffkob.com,U,INVEST,金融保險,,,1,1
htsrtus.com,U,INVEST,金融保險,,,1,1
uua186.org,U,INVEST,金融保險,,,1,1
zxc126.xyz,U,INVEST,金融保險,,,1,1
ssppqy.sbs,U,INVEST,金融保險,,,1,1
mmkkhf.top,U,INVEST,金融保險,,,1,1
0902sdq.hair,U,INVEST,金融保險,,,1,1
ffjjdf.sbs,U,INVEST,金融保險,,,1,1
0902sdq.cyou,U,INVEST,金融保險,,,1,1
uubbjt.top,U,INVEST,金融保險,,,1,1
thinkpath.sbs,U,INVEST,金融保險,,,1,1
healingveg.com,U,INVEST,金融保險,,,1,1
goodvegetablesmorebeneficial.uk,U,INVEST,金融保險,,,1,1
sm-shopwobest.top,U,INVEST,金融保險,,,1,1
qimor.buzz,U,INVEST,金融保險,,,1,1
vegehappy.uk,U,INVEST,金融保險,,,1,1
qzjup.asia,U,INVEST,金融保險,,,1,1
ysudfgeropki.shop,U,INVEST,金融保險,,,1,1
happy-veg.com,U,INVEST,金融保險,,,1,1
heealth.ink,U,INVEST,金融保險,,,1,1
sushinler.uk,U,INVEST,金融保險,,,1,1
sufoodtraveggo.uk,U,INVEST,金融保險,,,1,1
goldenhealthveg.uk,U,INVEST,金融保險,,,1,1
shuixingfacai.biz,U,INVEST,金融保險,,,1,1
einvoioe-gov-tw.com,A,IMPGOV,政府機構與國營事業,政府機關 gov.tw,GOV,1,1
ppaycommercede.net,U,UNK,資訊服務,,,1,1
einvoice-nat-gov-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
gsmmrt.xyz,U,SHOP,電子商務,,,1,1
creator49.shop,U,UNK,資訊服務,,,1,1
c9lpu.beer,U,UNK,資訊服務,,,1,1
sw8wx.icu,U,UNK,資訊服務,,,1,1
eyovsnf.com,U,INVEST,金融保險,,,1,1
linkcloud.shop,U,SHOP,電子商務,,,1,1
supert.shop,U,SHOP,電子商務,,,1,1
wunira.shop,U,SHOP,電子商務,,,1,1
yummyxx51.shop,U,SHOP,電子商務,,,1,1
sweeto.shop,U,UNK,資訊服務,,,1,1
izask.xyz,U,UNK,資訊服務,,,1,1
qianzhihui01.site,U,UNK,資訊服務,,,1,1
meeshoes.com,U,SHOP,電子商務,,,1,1
wevmin.com,U,SHOP,電子商務,,,1,1
27chasezz.shop,U,SHOP,電子商務,,,1,1
dqmz.click,U,UNK,資訊服務,,,1,1
crvno.shop,U,SHOP,電子商務,,,1,1
jiroarf.top,U,SHOP,電子商務,,,1,1
pqpi.uno,U,UNK,資訊服務,,,1,1
cbbpjk.rest,U,SHOP,電子商務,,,1,1
bbbpjk.rest,U,SHOP,電子商務,,,1,1
edha.click,U,UNK,資訊服務,,,1,1
briskr.xyz,U,SHOP,電子商務,,,1,1
tdocke.online,U,SHOP,電子商務,,,1,1
exqzxj.com,U,SHOP,電子商務,,,1,1
sfdsfsdgg1.shop,U,SHOP,電子商務,,,1,1
yekaidajige.shop,U,UNK,資訊服務,,,2,2
twefrh.shop,U,SHOP,電子商務,,,1,1
skyeshopping.store,U,SHOP,電子商務,,,1,1
eqgvls.com,U,SHOP,電子商務,,,1,1
averyshopping.store,U,SHOP,電子商務,,,1,1
bzrfht.com,U,SHOP,電子商務,,,1,1
tzpi.click,U,UNK,資訊服務,,,1,1
laiqufq.top,U,SHOP,電子商務,,,1,1
yzdqq.icu,U,UNK,資訊服務,,,1,1
adzd.top,U,SHOP,電子商務,,,1,1
dcmdeal.xyz,U,SHOP,電子商務,,,1,1
iujss.icu,U,UNK,資訊服務,,,1,1
xlynas.shop,U,SHOP,電子商務,,,1,1
guangmall.asia,U,SHOP,電子商務,,,1,1
hulev.shop,U,SHOP,電子商務,,,1,1
ebfhv.asia,U,UNK,資訊服務,,,1,1
pbgx.click,U,UNK,資訊服務,,,1,1
ejdu.click,U,UNK,資訊服務,,,1,1
dsjxb.icu,U,UNK,資訊服務,,,1,1
ufzui.icu,U,UNK,資訊服務,,,1,1
hqshm.icu,U,UNK,資訊服務,,,1,1
gvyope.com,U,SHOP,電子商務,,,1,1
wwzla.asia,U,SHOP,電子商務,,,1,1
appiosjd.vip,U,SHOP,電子商務,,,1,1
wkpobi.com,U,SHOP,電子商務,,,1,1
rfprv.icu,U,UNK,資訊服務,,,1,1
gfdhgfjsda2.shop,U,SHOP,電子商務,,,1,1
srkbb.icu,U,SHOP,電子商務,,,1,1
xrsdy.icu,U,UNK,資訊服務,,,1,1
poeefouc.com,U,UNK,資訊服務,,,1,1
beixz.icu,U,UNK,資訊服務,,,1,1
vsisyui.cn,U,SHOP,電子商務,,,1,1
mirvaca.top,U,SHOP,電子商務,,,1,1
njmcp.icu,U,UNK,資訊服務,,,1,1
einvoicdad.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
g2jih.beer,U,UNK,資訊服務,,,1,1
btccorg.qpon,U,UNK,資訊服務,,,1,1
jumpstep.shop,U,SHOP,電子商務,,,1,1
cmatcer.top,U,INVEST,金融保險,,,1,1
saverbucks.shop,U,UNK,資訊服務,,,1,1
vopet.shop,U,SHOP,電子商務,,,1,1
twpp.store,U,SHOP,電子商務,,,1,1
z5xvt.beer,U,UNK,資訊服務,,,1,1
hazju.shop,U,SHOP,電子商務,,,1,1
tysiodcvd.com,U,UNK,資訊服務,,,1,1
wuyoujingxuan88.com,U,UNK,資訊服務,,,1,1
joral.shop,U,SHOP,電子商務,,,1,1
pet09.store,U,SHOP,電子商務,,,1,1
family-mvrh-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship711-wgus-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-aknd-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-xzjy-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-ernm-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship711-bmta-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-dsbt-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-fsyb-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-umak-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-khrs-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship711-khts-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-shrn-tw.shop,U,SHOP,運輸倉儲,,,1,1
family-dsvr-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-com.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-wf.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sf-express-hjx.top,U,SHOP,運輸倉儲,,,1,1
twox.live,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
swedjh.com,U,SHOP,運輸倉儲,,,1,1
ah-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
amatrasdf.com,U,INVEST,金融保險,,,1,1
fvtt-nrrr.com,U,INVEST,金融保險,,,1,1
datahydruqaf.com,U,INVEST,金融保險,,,1,1
fanbtw.com,U,INVEST,金融保險,,,1,1
axexhub.pro,U,INVEST,金融保險,,,1,1
expreshjd.top,U,SHOP,運輸倉儲,,,1,1
scallopoti.com,U,INVEST,金融保險,,,1,1
tinaba.shop,U,INVEST,金融保險,,,1,1
xxuwers.com,U,INVEST,金融保險,,,1,1
zaloratw.com,U,INVEST,金融保險,,,1,1
eropace.com,U,INVEST,金融保險,,,1,1
aegetfyh.com,U,INVEST,金融保險,,,1,1
seekyourboy.com,U,INVEST,金融保險,,,1,1
zjd868.top,U,INVEST,金融保險,,,1,1
7rb.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
bassaq.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
vegfamilytw.cc,U,SHOP,運輸倉儲,,,1,1
b7r.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myshi23.site,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
8r5.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
ppeehg.com,U,INVEST,金融保險,,,1,1
hhh789.xyz,U,INVEST,金融保險,,,1,1
wer123.xyz,U,INVEST,金融保險,,,1,1
kkk679.xyz,U,INVEST,金融保險,,,1,1
0902uit.cyou,U,INVEST,金融保險,,,1,1
zzppiu.cc,U,INVEST,金融保險,,,1,1
kkcccf.sbs,U,INVEST,金融保險,,,1,1
jjssfg.sbs,U,INVEST,金融保險,,,1,1
vvggzc.mom,U,INVEST,金融保險,,,1,1
uulllq.sbs,U,INVEST,金融保險,,,1,1
rrxxfy.sbs,U,INVEST,金融保險,,,1,1
islandgreentw.com,U,INVEST,金融保險,,,1,1
huxer.buzz,U,INVEST,金融保險,,,1,1
ticker.homes,U,INVEST,金融保險,,,1,1
local-veg.com,U,INVEST,金融保險,,,1,1
v0ssp.com,U,INVEST,金融保險,,,1,1
gl1xg.top,U,INVEST,金融保險,,,1,1
dazss.life,U,INVEST,金融保險,,,1,1
vegzentw.com,U,INVEST,金融保險,,,1,1
nnvvgt.top,U,INVEST,金融保險,,,1,1
purevege.uk,U,INVEST,金融保險,,,1,1
chingko.com,U,INVEST,金融保險,,,1,1
einvoice-tk.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
einvoice-tb.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
einvoicdac.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
einvoicemanagement-twa.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
aegetxlh.com,U,UNK,資訊服務,,,1,1
ssprq.icu,U,UNK,資訊服務,,,1,1
roddkxtr.online,U,SHOP,電子商務,,,1,1
fbkif.com,U,UNK,資訊服務,,,1,1
gleaa.rest,U,SHOP,電子商務,,,1,1
abbpjk.rest,U,SHOP,電子商務,,,1,1
fynlot.com,U,SHOP,電子商務,,,1,1
goeekrare.shop,U,SHOP,電子商務,,,1,1
wosilm.top,U,UNK,資訊服務,,,1,1
jihui03.site,U,UNK,資訊服務,,,1,1
nyqmh.icu,U,UNK,資訊服務,,,1,1
jalrd.website,U,UNK,資訊服務,,,1,1
yfkx.click,U,UNK,資訊服務,,,1,1
izzp.top,U,SHOP,電子商務,,,1,1
tw-fierit.top,U,UNK,資訊服務,,,1,1
yandaoo.online,U,UNK,資訊服務,,,1,1
soul09.com,U,SHOP,電子商務,,,1,1
runiiffervesc.top,U,UNK,資訊服務,,,1,1
twkkk5.cc,U,SHOP,電子商務,,,1,1
vukonp.shop,U,SHOP,電子商務,,,1,1
nnuut.online,U,SHOP,電子商務,,,1,1
eiwndjrg.online,U,SHOP,電子商務,,,1,1
qzmart.shop,U,SHOP,電子商務,,,1,1
txxp.click,U,UNK,資訊服務,,,1,1
yscds.online,U,UNK,資訊服務,,,1,1
aminiy.shop,U,UNK,資訊服務,,,1,1
meatlove62.xyz,U,UNK,資訊服務,,,1,1
daylove63.xyz,U,UNK,資訊服務,,,1,1
shvily.shop,U,SHOP,電子商務,,,1,1
yuehui0b1.site,U,UNK,資訊服務,,,1,1
bahz.top,U,SHOP,電子商務,,,1,1
govey.shop,U,SHOP,電子商務,,,1,1
relina.shop,U,SHOP,電子商務,,,1,1
jgin.click,U,UNK,資訊服務,,,1,1
wsjjcddd.top,U,SHOP,電子商務,,,1,1
hjwny.asia,U,UNK,資訊服務,,,1,1
jmief.website,U,UNK,資訊服務,,,1,1
pibi.click,U,UNK,資訊服務,,,1,1
pajzy.website,U,UNK,資訊服務,,,1,1
yuehui0c1.site,U,UNK,資訊服務,,,1,1
g21a.shop,U,SHOP,電子商務,,,1,1
gfwiv.website,U,UNK,資訊服務,,,1,1
okzm.top,U,SHOP,電子商務,,,1,1
twc5q8462bsmmt2v9iyd.shop,U,SHOP,電子商務,,,1,1
cazzm.website,U,UNK,資訊服務,,,1,1
wolux.shop,U,SHOP,電子商務,,,1,1
ripelosx55.shop,U,UNK,資訊服務,,,1,1
cdmpya.com,U,UNK,資訊服務,,,1,1
qg5rs.xyz,U,UNK,資訊服務,,,1,1
apyax.website,U,UNK,資訊服務,,,1,1
ydka.click,U,UNK,資訊服務,,,1,1
clayland.shop,U,SHOP,電子商務,,,1,1
mhira.top,U,SHOP,電子商務,,,1,1
jpova.shop,U,SHOP,電子商務,,,1,1
blairshopping.store,U,SHOP,電子商務,,,1,1
abundantacceptm.top,U,UNK,資訊服務,,,1,1
pyuqf.xyz,U,UNK,資訊服務,,,1,1
nono0722.top,U,SHOP,電子商務,,,1,1
twoc.world,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
comtww.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
tkouik.com,U,SHOP,運輸倉儲,,,1,1
family-dfub-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-tw-com.co,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-nhat-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
investinislands.com,U,INVEST,金融保險,,,1,1
mmouxyw.com,U,INVEST,金融保險,,,1,1
czbhkj.top,U,INVEST,金融保險,,,1,1
688-shop.com,U,SHOP,電子商務,,,1,1
snaggol.store,U,SHOP,電子商務,,,1,1
yqyh8.com,U,INVEST,金融保險,,,1,1
urtioud.com,U,INVEST,金融保險,,,1,1
myshipi-7-11-tw-com.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
unshi.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
jprouui.com,U,INVEST,金融保險,,,1,1
jcwmerol.com,U,INVEST,金融保險,,,1,1
xuzangkg.com,U,INVEST,金融保險,,,1,1
eeddtq.lat,U,INVEST,金融保險,,,1,1
ppwwkx.sbs,U,INVEST,金融保險,,,1,1
0902uit.sbs,U,INVEST,金融保險,,,1,1
uuyybn.mom,U,INVEST,金融保險,,,1,1
einvoicekx-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
einvoicesd-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
yibon.shop,U,SHOP,電子商務,,,1,1
digitalassetwealth.org,U,UNK,資訊服務,,,1,1
hfxjs.icu,U,UNK,資訊服務,,,1,1
hfdcsd.shop,U,SHOP,電子商務,,,1,1
dailyoi.shop,U,SHOP,電子商務,,,1,1
fast-okx-shie.com,A,UNK,資訊服務,OKX,FIN,1,1
jupreh.cn,U,SHOP,電子商務,,,1,1
men24h.shop,U,UNK,資訊服務,,,1,1
sjhitchx65.shop,U,SHOP,電子商務,,,1,1
fsyouxuantw.shop,U,UNK,資訊服務,,,1,1
tisi007.shop,U,SHOP,電子商務,,,1,1
pillarglobals.net,U,UNK,資訊服務,,,1,1
alsjdh.cn,U,SHOP,電子商務,,,1,1
vuoneap.shop,U,SHOP,電子商務,,,1,1
mxiter.shop,U,SHOP,電子商務,,,1,1
kukcen.shop,U,UNK,資訊服務,,,1,1
xolvkl.com,U,SHOP,電子商務,,,1,1
06lewd.shop,U,SHOP,電子商務,,,1,1
maswerd.com,U,UNK,資訊服務,,,1,1
celineshopping.store,U,SHOP,電子商務,,,1,1
fsfre.website,U,SHOP,電子商務,,,1,1
mywik.top,U,UNK,資訊服務,,,1,1
zf6pq.icu,U,UNK,資訊服務,,,1,1
wrylove68.online,U,UNK,資訊服務,,,1,1
gongzhan01.site,U,SHOP,電子商務,,,1,1
apdhps.com,U,SHOP,電子商務,,,1,1
tammb.xyz,U,UNK,資訊服務,,,1,1
tn9mn.xyz,U,UNK,資訊服務,,,1,1
hqemekm.com,U,SHOP,電子商務,,,1,1
zciyj.asia,U,UNK,資訊服務,,,1,1
twgo.fun,U,SHOP,電子商務,,,1,1
umesexy.com,U,UNK,資訊服務,,,1,1
cenix.shop,U,SHOP,電子商務,,,1,1
syven.shop,U,SHOP,電子商務,,,1,1
sagtef.store,U,SHOP,電子商務,,,1,1
zexel.shop,U,SHOP,電子商務,,,1,1
kcyqq.website,U,UNK,資訊服務,,,1,1
twshop.space,U,SHOP,電子商務,,,1,1
bkzly.shop,U,SHOP,電子商務,,,1,1
fjgapf.com,U,SHOP,電子商務,,,1,1
sqyqz.website,U,UNK,資訊服務,,,1,1
kexjvz.com,U,SHOP,電子商務,,,1,1
rumpn.website,U,UNK,資訊服務,,,1,1
dhsrt.store,U,SHOP,電子商務,,,1,1
cxnzh.xyz,U,UNK,資訊服務,,,1,1
nxfp.website,U,UNK,資訊服務,,,1,1
menkavixr.com,U,UNK,資訊服務,,,1,1
zestbuy.xyz,U,SHOP,電子商務,,,1,1
uspqw.icu,U,UNK,資訊服務,,,1,1
stillnkfhq.xyz,U,SHOP,電子商務,,,1,1
rqcgk.xyz,U,UNK,資訊服務,,,1,1
feyon.shop,U,SHOP,電子商務,,,1,1
malya.store,U,SHOP,電子商務,,,1,1
gyuf.click,U,UNK,資訊服務,,,1,1
hrgag.icu,U,UNK,資訊服務,,,1,1
kdhzw.icu,U,UNK,資訊服務,,,1,1
fbusc.website,U,UNK,資訊服務,,,1,1
pvbmart.xyz,U,SHOP,電子商務,,,1,1
hhyyt.shop,U,SHOP,電子商務,,,1,1
tw-miaojia.top,U,SHOP,電子商務,,,1,1
at12346.com,U,SHOP,電子商務,,,1,1
exprxyuetw.top,U,SHOP,運輸倉儲,,,1,1
twox.work,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-uuj.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famistore-famiport-tw-com.cam,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
sent.tw,U,INVEST,金融保險,,,1,1
kdfdmn.top,U,INVEST,金融保險,,,1,1
guoveeky.me,U,INVEST,金融保險,,,1,1
loannlli.top,U,INVEST,金融保險,,,2,2
myship711-tt1-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-ij.info,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
aenrwa-tw.com,U,INVEST,金融保險,,,1,1
c1u6d.xyz,U,INVEST,金融保險,,,1,1
91avc.top,U,INVEST,金融保險,,,1,1
silkplus.fit,U,INVEST,金融保險,,,1,1
zctpaypro.com,U,INVEST,金融保險,,,1,1
t-proko.com,U,INVEST,金融保險,,,1,1
myship7-11.com.tw,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711pd.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-mnyc-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw.cam,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-tw.online,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famistore-faminport-com-tw.my,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship7-11-tw-com.pw,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sf-express-kjxd.top,U,SHOP,運輸倉儲,,,1,1
sf-express-hxc.top,U,SHOP,運輸倉儲,,,1,1
sf-express-mds.top,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-ppi.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711pg.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-pws.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-ujj.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-asp.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711pf.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-uer.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-eej.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famiport-com-tw-pi.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship-711-com-tw.cfd,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myhipp7-11tw.top,U,SHOP,運輸倉儲,,,1,1
myship-711-tw.asia,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw.ink,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw.online,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famiport-com-tw-wus.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship-711-com-tw.club,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
yushan.digital,U,INVEST,金融保險,,,1,1
einvosicedz-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
aorygouwu.com,U,UNK,資訊服務,,,1,1
taiwainprepaidcenter.com,U,UNK,資訊服務,,,1,1
einvoicemanagement-twc.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
ybjoi.online,U,SHOP,電子商務,,,1,1
aftzi.shop,U,SHOP,電子商務,,,1,1
kudssii.lat,U,UNK,資訊服務,,,8,8
pgbddy.site,U,SHOP,電子商務,,,1,1
sloaneshopping.store,U,SHOP,電子商務,,,1,1
biancashopping.store,U,SHOP,電子商務,,,1,1
quenstiom.shop,U,SHOP,電子商務,,,1,1
lnkv.shop,U,SHOP,電子商務,,,1,1
einvoziceda-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
ywqivo.com,U,UNK,資訊服務,,,1,1
nxtva.shop,U,SHOP,電子商務,,,1,1
